"","Oxy4x_01","Oxy4x_02","Oxy4x_03","Oxy4x_04","Oxy4x_05","Oxy4x_06","Oxy4x_07","Oxy4x_08","Oxy4x_09","Oxy4x_10","Oxy4x_11","Oxy4x_12","Oxy4x_13","Oxy4x_14","Oxy4x_15","Oxy4x_16","Oxy4x_17","Oxy4x_18"
"chr11_026472705",4,3,4,0,2,4,4,3,2,4,4,4,4,0,3,4,4,4
"chr11_027200096",0,0,0,0,2,1,0,1,1,1,0,2,1,0,1,2,0,0
"chr11_027618022",4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
"chr11_027894327",0,1,2,1,1,2,2,1,0,0,0,2,1,1,0,0,0,2
"chr11_029227413",2,2,1,0,0,2,0,0,0,0,1,1,2,0,2,0,0,2
"chr11_029278168",4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr11_029592121",0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,0
"chr11_030099104",4,4,4,4,4,4,4,4,4,0,4,4,4,4,2,4,4,4
"chr11_030118595",3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr11_030353955",4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,1,4,4
"chr11_030686187",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr11_031156782",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr11_031184089",4,2,4,0,1,4,2,4,3,0,4,4,3,2,2,2,4,4
"chr11_031186836",4,4,4,1,4,4,4,4,4,4,4,4,4,2,4,4,4,4
"chr11_031598204",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"chr11_031598322",4,2,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4
"chr11_032803069",3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr11_033250109",4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4
"chr11_033374447",4,3,4,4,4,4,4,3,3,3,4,4,3,4,3,4,4,4
"chr11_034466841",4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4
"chr11_034844641",0,4,1,2,2,0,2,2,2,0,1,2,2,1,2,0,2,2
"chr11_035249665",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"chr11_035363225",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"chr11_035564572",4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4
"chr11_038202595",0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
"chr12_000086292",1,3,0,2,0,0,1,0,4,4,2,3,0,1,4,1,1,3
"chr12_000086324",1,3,0,2,0,0,1,0,3,2,1,2,0,1,1,1,1,2
"chr12_000724529",3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4
"chr12_000899387",1,3,3,3,3,4,2,2,2,3,0,3,1,4,2,2,3,0
"chr12_000942009",2,3,4,3,2,2,3,4,3,2,1,2,2,3,2,2,1,0
"chr12_001636162",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
"chr12_002433391",4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr12_002433495",2,3,0,2,2,4,3,2,0,2,3,3,1,2,4,1,4,3
"chr12_003561039",3,3,1,4,2,2,2,2,4,3,3,0,3,3,2,4,2,1
"chr12_003561111",0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0
"chr12_003562874",1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
"chr12_003992977",4,3,4,3,4,4,4,3,4,4,3,2,4,2,3,3,4,4
"chr12_004000054",2,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,2,0
"chr12_004616618",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"chr12_004940707",0,0,0,2,0,1,0,2,0,0,2,4,0,3,1,0,1,0
"chr12_005182382",4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4
"chr12_005182420",4,4,4,4,4,4,4,1,2,0,4,4,4,4,2,4,4,4
"chr12_005182440",4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4
"chr12_005280581",4,4,3,3,3,3,4,4,4,4,4,3,4,3,4,3,3,4
"chr12_005300841",4,1,3,4,3,3,3,4,3,2,4,4,4,3,3,3,1,2
"chr12_005689470",0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"chr12_006398354",4,4,3,2,3,3,2,1,3,2,3,2,1,2,3,2,3,3
"chr12_007006574",0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
"chr12_007350382",1,0,0,3,2,1,0,0,1,0,2,1,1,1,0,0,3,0
"chr12_007350465",1,0,0,3,3,1,0,0,1,0,3,1,1,1,0,0,3,0
"chr12_007400557",4,4,0,4,2,4,4,3,4,4,4,4,4,4,4,2,4,4
"chr12_007516095",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"chr12_008322316",3,4,4,4,4,4,4,3,4,4,4,3,3,1,4,3,2,3
"chr12_008647472",4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
"chr12_008662204",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"chr12_008662304",3,4,3,4,4,4,4,4,3,4,4,3,4,3,4,2,2,3
"chr12_009086897",4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr12_009360514",2,4,3,2,3,1,3,2,4,1,4,4,4,3,2,4,4,4
"chr12_009735079",0,0,1,0,0,0,2,2,1,1,1,3,0,0,0,0,0,2
"chr12_009918826",0,0,4,2,2,2,4,3,4,4,1,3,4,3,3,1,4,2
"chr12_010462305",1,2,3,2,2,3,0,4,1,2,2,2,0,3,3,2,0,3
"chr12_010466867",4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
"chr12_010466937",1,2,3,2,2,3,0,4,1,2,3,2,2,3,3,2,0,3
"chr12_010468794",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
"chr12_012453436",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr12_012453553",3,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,3
"chr12_012857810",3,2,3,3,0,2,1,1,4,2,1,4,2,2,2,2,3,0
"chr12_012884324",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"chr12_012976351",3,3,4,1,3,2,0,0,0,0,0,0,0,1,0,3,1,3
"chr12_013408890",4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,2
"chr12_013830734",4,2,4,4,2,3,4,4,4,4,4,4,4,4,4,3,4,4
"chr12_014231951",0,4,0,1,4,1,0,1,0,1,0,1,1,0,0,2,2,1
"chr12_014459770",1,0,1,2,2,2,1,0,2,0,1,1,2,1,1,1,0,2
"chr12_014925007",1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"chr12_016182845",2,3,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4
"chr12_016352374",2,4,4,2,2,1,4,3,1,2,4,0,2,2,2,1,0,1
"chr12_017008258",4,4,4,4,4,3,4,3,3,1,3,4,4,4,1,4,4,2
"chr12_017680894",4,3,2,0,1,2,1,2,2,0,0,2,3,0,0,2,2,0
"chr12_018351073",1,1,2,0,1,0,2,0,0,0,1,2,2,0,0,0,2,0
"chr12_018351205",0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,2
"chr12_018392411",2,0,0,0,2,1,0,3,0,2,2,0,1,0,1,3,1,0
"chr12_018816298",2,3,2,1,2,4,3,4,4,3,2,4,2,2,2,4,4,2
"chr12_019103154",4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
"chr12_019189268",4,4,4,2,4,3,4,4,3,4,3,4,2,4,4,4,4,4
"chr12_019703038",0,2,4,3,2,0,0,0,1,2,0,2,0,0,0,2,0,1
"chr12_019918407",0,0,3,4,4,4,0,2,4,3,0,2,4,3,2,4,2,3
"chr12_020641339",4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3
"chr12_023658038",4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,2
"chr12_024595101",4,4,4,3,4,4,4,2,4,4,4,3,4,4,4,4,4,4
"chr12_025050914",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"chr12_025476054",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
"chr12_025903129",4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr12_027445751",3,4,2,4,4,3,3,4,4,4,3,4,2,3,4,4,4,4
"chr12_027516441",3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr12_028246588",4,4,4,2,2,3,4,4,3,4,4,4,3,4,4,4,4,4
"chr12_028286476",4,4,4,1,3,2,3,4,2,3,2,3,0,3,4,4,3,4
"chr12_028378398",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr12_028742797",4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr12_029502119",3,4,3,4,4,3,3,4,4,4,3,4,2,3,4,4,4,4
"chr12_029585555",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2
"chr12_029909573",2,4,1,3,2,2,0,1,4,3,0,1,1,0,2,3,2,1
"chr12_030506427",1,4,4,4,4,3,3,3,4,3,3,4,2,3,4,4,4,4
"chr12_030817778",1,1,0,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0
"chr12_032835664",0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,0
"chr12_032835701",4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
"chr12_033120361",4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
"chr12_033326758",1,0,0,0,0,1,1,1,1,0,1,1,3,0,0,2,1,1
"chr12_033671322",4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr12_033783317",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"chr12_033828061",4,4,4,3,4,4,4,1,4,4,4,3,4,4,4,4,4,4
"chr12_033951913",4,4,4,3,4,4,4,2,3,4,4,3,4,3,4,4,4,4
"chr12_034372584",0,2,2,1,3,2,1,2,1,3,2,2,0,2,3,4,2,1
"chr12_034591465",0,1,3,2,4,4,3,4,3,0,4,4,4,2,3,4,4,4
"chr12_034948486",1,2,2,3,3,2,2,3,3,3,2,1,4,4,4,3,2,0
"chr12_035208831",0,1,0,1,4,0,2,3,1,0,0,1,1,1,1,0,2,1
"chr12_036437314",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"chr12_037074339",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"chr12_037456072",4,3,4,3,4,3,3,4,4,3,4,4,3,3,3,4,4,4
"chr12_037599013",1,0,1,0,2,1,1,1,0,2,1,1,0,1,0,2,1,1
"chr12_037919575",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,1
"chr12_038101961",4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"chr12_038559171",4,3,4,3,4,4,3,4,4,3,4,3,4,4,4,3,4,3
"chr12_038910669",3,4,4,4,2,3,4,3,4,2,4,4,4,3,4,3,4,3
"chr12_039260963",4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
"chr12_039379239",2,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"chr12_039606323",4,0,0,0,2,2,0,0,0,0,2,2,1,0,0,1,0,0
"chr12_040288016",4,3,2,4,3,4,4,3,2,3,3,3,4,3,4,2,4,3
"chr12_040618883",2,2,1,2,2,1,2,1,3,3,4,3,3,1,2,2,1,1
"chr12_040760045",3,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4
